URL,Source,Brand,Product_ID,Product_Title,Image_URL_1,Image_URL_2,Image_URL_3,Image_URL_4
https://www.amazon.sg/Brother-DCP-T226-All-One-Refillable/dp/B0B38N9YZS/ref=sr_1_5,amazon,Brother,amazon_Brother_001,Brother DCP-T226 - A4 All-in-One Color Refillable Ink Tank Printer. Print/Scan/Copy. White color,https://m.media-amazon.com/images/I/61jj77bl7uL._AC_SX425_.jpg,https://m.media-amazon.com/images/I/61jj77bl7uL._AC_SY355_.jpg,https://m.media-amazon.com/images/I/61jj77bl7uL._AC_SX522_.jpg,https://m.media-amazon.com/images/I/61jj77bl7uL._AC_SX425_.jpg
https://www.amazon.sg/Brother-DCP-L3560CDW-Multi-Function-Printer/dp/B0CV7FTFJY/ref=sr_1_6,amazon,Brother,amazon_Brother_002,"Brother DCP-L3560CDW Multi Function Color Laser Printer, Print, Scan, Copy",https://m.media-amazon.com/images/I/71WkWkRHvOL._AC_SX425_.jpg,https://m.media-amazon.com/images/I/71WkWkRHvOL._AC_SX466_.jpg,https://m.media-amazon.com/images/I/71WkWkRHvOL._AC_SX679_.jpg,https://m.media-amazon.com/images/I/71WkWkRHvOL._AC_SX522_.jpg
https://www.amazon.sg/Brother-DCP-L2640DW-Multi-Function-Printer/dp/B0CV3VZVRL/ref=sr_1_2,amazon,Brother,amazon_Brother_003,"Brother DCP-L2640DW Multi Function Mono Laser Printer, Print, Scan, Copy",https://m.media-amazon.com/images/I/61d8MkaCR3L._AC_SX679_.jpg,https://m.media-amazon.com/images/I/61d8MkaCR3L._AC_SX466_.jpg,https://m.media-amazon.com/images/I/61d8MkaCR3L._AC_SY450_.jpg,https://m.media-amazon.com/images/I/61d8MkaCR3L._AC_SX522_.jpg
https://www.amazon.sg/Brother-HL-L3280CDW-Single-Function-Printer/dp/B0CJT1GLY5/ref=sr_1_10,amazon,Brother,amazon_Brother_004,Brother HL-L3280CDW Single Function Color Laser Printer,https://m.media-amazon.com/images/I/71QdOLkG5cL._AC_SX425_.jpg,https://m.media-amazon.com/images/I/71QdOLkG5cL._AC_SX466_.jpg,https://m.media-amazon.com/images/I/71QdOLkG5cL._AC_SX569_.jpg,https://m.media-amazon.com/images/I/71QdOLkG5cL._AC_SX522_.jpg
https://www.amazon.sg/Brother-Touchscreen-Automatic-Subscription-MFC-J1410DW/dp/B0FGC8KYP7/ref=sr_1_7,amazon,Brother,amazon_Brother_005,Brother Work Smart 1410 Wireless Color Inkjet All-in-One Printer with 2.7” Color Touchscreen and Automatic Duplex Printing | Includes Refresh Subscription Trial(1) (MFC-J1410DW),https://m.media-amazon.com/images/I/71F0feF2DNL._AC_SX425_.jpg,https://m.media-amazon.com/images/I/71F0feF2DNL._AC_SY355_.jpg,https://m.media-amazon.com/images/I/71F0feF2DNL._AC_SX522_.jpg,https://m.media-amazon.com/images/I/71F0feF2DNL._AC_SX569_.jpg
https://www.amazon.sg/Brother-DCP-1610W-All-One-Monochrome/dp/B017BKW7TS/ref=sr_1_3,amazon,Brother,amazon_Brother_006,Brother DCP-1610W - A4 All-in-One Monochrome Laser Printer. Print/Scan/Copy. WiFi. White color,https://m.media-amazon.com/images/I/710AmtPimuL._AC_SX425_.jpg,https://m.media-amazon.com/images/I/710AmtPimuL._AC_SX679_.jpg,https://m.media-amazon.com/images/I/710AmtPimuL._AC_SX569_.jpg,https://m.media-amazon.com/images/I/710AmtPimuL._AC_SX355_.jpg
https://www.amazon.sg/Brother-DCP-L2680DW-Multi-Function-Printer/dp/B0CV4XFGGZ/ref=sr_1_8,amazon,Brother,amazon_Brother_007,"Brother DCP-L2680DW Multi Function Mono Laser Printer, Print, Scan, Copy",https://m.media-amazon.com/images/I/712Ohg8psPL._AC_SX425_.jpg,https://m.media-amazon.com/images/I/712Ohg8psPL._AC_SX466_.jpg,https://m.media-amazon.com/images/I/712Ohg8psPL._AC_SX569_.jpg,https://m.media-amazon.com/images/I/712Ohg8psPL._AC_SX425_.jpg
https://www.amazon.sg/Brother-L2885DW-Multi-Function-Printer/dp/B0CV4Y9H5G/ref=sr_1_9,amazon,Brother,amazon_Brother_008,"Brother MFC- L2885DW Multi Function Mono Laser Printer, Print, Scan, Copy, Fax",https://m.media-amazon.com/images/I/61Z5Jxv9OxL._AC_SX425_.jpg,https://m.media-amazon.com/images/I/61Z5Jxv9OxL._AC_SX466_.jpg,https://m.media-amazon.com/images/I/61Z5Jxv9OxL._AC_SY450_.jpg,https://m.media-amazon.com/images/I/61Z5Jxv9OxL._AC_SX679_.jpg
https://www.amazon.sg/Brother-HL-L2460DW-Single-Function-Printer/dp/B0CV4YX3P3/ref=sr_1_1,amazon,Brother,amazon_Brother_009,Brother HL-L2460DW Single Function Mono Laser Printer,https://m.media-amazon.com/images/I/61+zYgrTvlL._AC_SX425_.jpg,https://m.media-amazon.com/images/I/61+zYgrTvlL._AC_SX679_.jpg,https://m.media-amazon.com/images/I/61+zYgrTvlL._AC_SY355_.jpg,https://m.media-amazon.com/images/I/61+zYgrTvlL._AC_SX425_.jpg
https://www.amazon.sg/Brother-HL-1210W-Monochrome-Printer-Print/dp/B018QG3YPM/ref=sr_1_4,amazon,Brother,amazon_Brother_010,Brother HL-1210W - A4 Monochrome Laser Printer. Print. WiFi. White color,https://m.media-amazon.com/images/I/71+aUDaEHRL._AC_SX425_.jpg,https://m.media-amazon.com/images/I/71+aUDaEHRL._AC_SX450_.jpg,https://m.media-amazon.com/images/I/71+aUDaEHRL._AC_SX522_.jpg,https://m.media-amazon.com/images/I/71+aUDaEHRL._AC_SX425_.jpg
